
Bag,Enxet (Lengua)  ,"Looped, bead-wrapped",Bags/Pouches (and parts),Eastern Bolivia; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1927."
Belt bag,Niuam (Comanche)  ,Lazy/lane stitch beadwork,Bags/Pouches (and parts),Oklahoma; USA (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) in 1908 from Gouldan; purchased by George Heye from W.O. Oldman in 1909."
Bag,Enxet (Lengua)  ,Looped,Bags/Pouches (and parts),Eastern Bolivia; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1927."
Bag,Enxet (Lengua)  ,"Looped, bead-wrapped",Bags/Pouches (and parts),Eastern Bolivia; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1927."
Bag,Enxet (Lengua)  ,"Looped, bead-wrapped",Bags/Pouches (and parts),Eastern Bolivia; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1927."
title,culture/people,media/materials,object type,place,collection history
Bark shredder (No image available),Penobscot  ,Carved,Basketmaking and fiber-working tools,Old Town; Penobscot County; Maine; USA,Collected in 1911 by anthropologist Frank G. Speck (1881-1950) during fieldwork sponsored by George Heye.
Splint gauge,Abenaki (Abnaki)  ,Carved,Basketmaking and fiber-working tools,"White Mountains, Saco River; Carroll County, Coos County; New Hampshire; USA",Collected by anthropologist Frank G. Speck (1881-1950) at an unknown date; acquired by George Heye from Frank Speck circa 1912.
Scraper,Karuk (Karok)  ,Abraded,Basketmaking and fiber-working tools,Northern California; California; USA (inferred),"Collected by Grace Nicholson (1877-1948, a California basket collector and dealer) between 1901 and 1916; purchased by MAI from Grace Nicholson in 1916 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Bark beater,Guna (Kuna)  ,Notched,Basketmaking and fiber-working tools,"Río Capetí (Capetti); Emberá-Wounaan Indigenous Territory, Darién Province; Panama","Collected by Alpheus Hyatt Verrill (1871-1954, explorer, author, and MAI field collector) at an unknown date; purchased by MAI from Hyatt Verrill in 1918 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Mat creaser,Coast Salish  ,Carved,Basketmaking and fiber-working tools,British Columbia; Canada,Collection history unknown; purchased by MAI from the Fred Harvey Company (Indian arts dealers in the Southwest) in 1916.
Awl,Pomo  ,Carved,Basketmaking and fiber-working tools,Central California; California; USA (inferred),"Collected by Grace Nicholson (1877-1948, a California basket collector and dealer) at an unknown date; purchased by MAI from Grace Nicholson in 1916."
Mat creaser,Nuu-chah-nulth (Nootka)  ,"Carved, painted",Basketmaking and fiber-working tools,Vancouver Island; British Columbia; Canada,"Collected by Lieutenant George T. Emmons (1852-1945, US Navy 1881-1899) at an unknown date; purchased by George Heye from George T. Emmons in 1906."
Bark shredder,Kuskwogmiut Yup'ik (Kuskokwim Eskimo)  ,Carved,Basketmaking and fiber-working tools,"Kuskokwim River; Calista Native Corporation, Doyon Native Corporation; Alaska; USA","Collected by Bethel, Alaska, trader Adams Hollis Twitchell (1872-1949), probably between 1905 and 1916; purchased by MAI from A. H. Twitchell in 1919 using funds donated by MAI trustee James B. Ford (1844-1928)."
Mat creaser,Suquamish  ,Carved,Basketmaking and fiber-working tools,Port Madison Reservation (Suquamish Reservation); Kitsap County; Washington; USA,"Collected from Mrs. Peter Rodgers (Suquamish) in 1920 by Thomas Talbot Waterman (1885-1936, MAI staff member) during fieldwork sponsored by MAI."
Mat needle,Duwamish (Dwamish)  ,Carved,Basketmaking and fiber-working tools,South end; Lake Washington; Renton; King County; Washington; USA,"Collected from Jennie Morris Moses (Mrs. Jimmy Moses, Duwamish, ca. 1852-1937) in 1920 by Thomas Talbot Waterman (1885-1936, MAI staff member) during fieldwork sponsored by MAI."
Mat creaser,Duwamish (Dwamish)  ,Carved,Basketmaking and fiber-working tools,South end; Lake Washington; Renton; King County; Washington; USA,"Collected from Jennie Morris Moses (Mrs. Jimmy Moses, Duwamish, ca. 1852-1937) in 1920 by Thomas Talbot Waterman (1885-1936, MAI staff member) during fieldwork sponsored by MAI."
Mat needle,Duwamish (Dwamish)  ,"Carved, perforated",Basketmaking and fiber-working tools,West shore of Lake Sammamish; Lake Sammamish; King County; Washington; USA,"Collected from Amelia Zackuse (Duwamish) in 1920 by Thomas Talbot Waterman (1885-1936, MAI staff member) during fieldwork sponsored by MAI."
Mat creaser,Duwamish (Dwamish)  ,Carved,Basketmaking and fiber-working tools,West shore of Lake Sammamish; Lake Sammamish; King County; Washington; USA,"Collected from Amelia Zackuse (Duwamish) in 1920 by Thomas Talbot Waterman (1885-1936, MAI staff member) during fieldwork sponsored by MAI."
Splint gauge,Odawa (Ottawa)  ,Carved,Basketmaking and fiber-working tools,Michigan; USA,Collection history unknown; purchased by MAI from an unknown source circa 1920.
Splint gauge,Odawa (Ottawa)  ,Carved,Basketmaking and fiber-working tools,Michigan; USA,Collection history unknown; purchased by MAI from an unknown source circa 1920.
Mat creaser,Puyallup  ,Carved,Basketmaking and fiber-working tools,Opposite Tacoma; Wollochet Bay; Pierce County; Washington; USA,"Collected from Anna Squally (Annie Laploptin/Annie Squally, Puyallup, ca. 1853-1940) in 1920 by Thomas Talbot Waterman (1885-1936, MAI staff member) during fieldwork sponsored by MAI."
Mat needle,Puyallup  ,Carved,Basketmaking and fiber-working tools,Opposite Tacoma; Wollochet Bay; Pierce County; Washington; USA,"Collected from Emma Simmons (Puyallup) in 1920 by Thomas Talbot Waterman (1885-1936, MAI staff member) during fieldwork sponsored by MAI."
Awl,Puyallup  ,Carved,Basketmaking and fiber-working tools,Opposite Tacoma; Wollochet Bay; Pierce County; Washington; USA,"Collected from Emma Simmons (Puyallup) in 1920 by Thomas Talbot Waterman (1885-1936, MAI staff member) during fieldwork sponsored by MAI."
Mat needle,Squaxon  ,Carved,Basketmaking and fiber-working tools,"West of Olympia; Totten Inlet (Oyster Bay); Thurston County, Mason County; Washington; USA","Collected from Mrs. Annie Bob (Squaxon) in 1920 by Thomas Talbot Waterman (1885-1936, MAI staff member) during fieldwork sponsored by MAI."
Mat creaser,Snohomish  ,"Carved, incised",Basketmaking and fiber-working tools,Tulalip Reservation; Snohomish County; Washington; USA,"Collected from Ellen (or Susan) Williams (Puyallup, living on the Tulalip Reservation) in 1920 by Thomas Talbot Waterman (1885-1936, MAI staff member) during fieldwork sponsored by MAI."
title,culture/people,media/materials,object type,place,collection history
Mortar with textile designs,probably Pueblo (Anasazi) (archaeological) (attributed)  ,"Ground, pecked, painted",Ceremonial/Ritual items,"Room 80; Pueblo Bonito ruins, Chaco Canyon National Historical Park; San Juan County; New Mexico; USA","Collected or excavated between May and September 1897 during the Hyde Exploring Expedition, led by George Hubbard Pepper (1873-1924) and Richard Wetherill (1858-1910) and sponsored by B. Talbot B. Hyde (1872-1933) and his brother Frederick E. Hyde, Jr. (1874-1944); donated to the American Museum of Natural History (New York City) by the Hyde brothers in 1897; withdrawn from the AMNH collection by B. Talbot B. Hyde in August 1909 and lent to the University of Pennsylvania Museum (Philadelphia, Pennsylvania) in conjunction with the George Heye collection there; purchased by George Heye from B. Talbot B. Hyde in February 1916 using funds donated by Thea (Mrs. George) Heye."
Robe (Image withheld),Wichita  ,Painted,Ceremonial/Ritual items,Oklahoma; USA,"Collected from Old Lady Ross (Wichita) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Cupping horn,Kiowa  ,Cut,Ceremonial/Ritual items: Doctor's items,Oklahoma; USA,"Items in this set were collected from several Kiowa individuals (Ta-bi, Ma'-ko, Dais'-tcu-L, Tu'n-'be-ya-te) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Bandolier/shoulder sash and bag for peyote,Niuam (Comanche)  ,"Sewn, overlay beadwork, edge beaded, fringed",Ceremonial/Ritual items,Oklahoma; USA,"Collected from Chief Mam-sook-a-wat (Niuam) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Bandolier/shoulder sash and bag for peyote,Niuam (Comanche)  ,"Sewn, lazy/lane stitch beadwork, overlay beadwork, edge beaded, fringed",Ceremonial/Ritual items,Oklahoma; USA,"Collected from Chief Mam-sook-a-wat (Niuam) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Necklace,Oklahoma Delaware  ,Strung,Ceremonial/Ritual items,Oklahoma; USA,"Collected from Mrs. Caesar (Oklahoma Delaware) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Necklace,possibly Caddo (attributed); collected from the Oklahoma Delaware  ,Overlay beadwork,Ceremonial/Ritual items,Oklahoma; USA,"Collected from Ahpahmala Drum (Oklahoma Delaware) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Drum and drumstick (Image withheld),Oklahoma Delaware  ,"Rolled, tied",Ceremonial/Ritual items,Oklahoma; USA,"Collected from Julius Fouts (Julius Fox, Oklahoma Delaware, 1862-1926) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Song record (Image withheld),Osage  ,Incised,Ceremonial/Ritual items,Oklahoma; USA,"Collected from Henry Red Eagle (Henry Redding/Che-sho-shin-kah/Tzi-Sho-Shinkah, Osage, ca. 1849-1929) or Chief Bacon Rind (Wah-She-Hah/Wa-Shin-Ha [Fat On Skin]/Wa-Tse-Mon-In [Star That Travels]), Osage, 1860-1932) in 1908 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Scarifier,Seminole  ,Wrapped,Ceremonial/Ritual items,Florida; USA,"Collected in 1908 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), possibly from Tobacco Charlie (Ingraham Tiger, Seminole) or Ben Frank (Seminole), during fieldwork sponsored by George Heye."
Dance wand/baton,Enxet (Lengua)  ,Carved,Ceremonial/Ritual items,Eastern Bolivia; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1927."
Altar accessory,probably Afro-Haitian (archaeological) (attributed)  ,"Pecked, incised, ground",Ceremonial/Ritual items,Île de la Gonâve; La Gonâve Arrondissement; Ouest Department; Haiti,"Collection history unknown; formerly in the collection of Frank R. Crumbie, Jr. (1900-1960), an American who held several government positions in Haiti during its occupation by the U.S. (1915 to 1934) and possibly collected by him; purchased by MAI from Frank Crumbie in 1938."
Knife,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,"Ground, carved",Ceremonial/Ritual items,Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1910 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by George Heye."
Knife,"possibly Multiple archaeological cultures (attributed), including Archaic Age (Ortoiroid) and Ostionoid Traditions  ","Ground, carved",Ceremonial/Ritual items,Île de la Gonâve; La Gonâve Arrondissement; Ouest Department; Haiti,"Excavated by amateur archaeologist Colonel Charles LeRoy Youmans, (1898-1960) at an unknown date; donated to the Dartmouth College Museum (Hanover, New Hampshire) at an unknown date; acquired by MAI through an exchange with the Dartmouth College Museum in 1955."
Axe head/Votive axe,probably Chican Ostionoid (Chicoid) (archaeological culture) (attributed)  ,"Pecked, ground, carved",Ceremonial/Ritual items,Haiti,"Collection history unknown; offered for sale at a 1927 auction of pre-Columbian art held at the Hotel Drouot (an auction house in Paris, France) and acquired by an unknown party; purchased by MAI from Gimbels (Gimbel Brothers), a New York City department store, in 1941."
Wampum belt,Lenape (Delaware)  ,Loom beadwork,Ceremonial/Ritual items,Pennsylvania; USA (inferred),"Presented by the Lenape to William Penn (1644-1718), the founder of Pennsylvania, as part of a land sale or treaty in the 1680s; taken or sent to England and kept as property of the Penn family at Pennsylvania Castle, their estate in Portland, England; acquired by John Merrick Head (ca. 1843-1915) in 1887 when he purchased Pennsylvania Castle and its contents; sold at an auction of Penn items from Merrick's estate in July 1916 by Christie, Manson & Woods of London; purchased from the buyer at that sale by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London), who was acting for MAI, in 1916 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Wampum belt,Lenape (Delaware)  ,"Loom beadwork, colored",Ceremonial/Ritual items,Pennsylvania; USA (inferred),"Presented by the Lenape to William Penn (1644-1718), the founder of Pennsylvania, as part of a land sale or treaty in the 1680s; taken or sent to England and kept as property of the Penn family at Pennsylvania Castle, their estate in Portland, England; acquired by John Merrick Head (ca. 1843-1915) in 1887 when he purchased Pennsylvania Castle and its contents; sold at an auction of Penn items from Merrick's estate in July 1916 by Christie, Manson & Woods of London; purchased from the buyer at that sale by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London), who was acting for MAI, in 1916 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Coin,Non-Indian (archaeological)  ,Struck/minted,Ceremonial/Ritual items,"Cave, Anse du Feur, Île à Vache; Cayes Arrondissement; Sud Department; Haiti",Excavated in 1934 by independent archaeologist Godfrey J. Olsen (1906-1964); donated to MAI by Godfrey Olsen in 1934.
Funerary urn part/fragment,probably Meillacan Ostionoid (Meillacoid) (archaeological culture) (attributed)  ,Modeled,Ceremonial/Ritual items,"Burial cave, Holland Hill; Rio Bueno; Trelawny Parish; Cornwall County; Jamaica","Excavated by Theodoor de Booy (1882-1919, MAI staff member) in 1913 during fieldwork sponsored by George Heye."
Man's dance kilt/apron,Haida  ,Painted,Ceremonial/Ritual items,Queen Charlotte Islands (Haida Gwaii); Skeena-Queen Charlotte Regional District; British Columbia; Canada,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1910; purchased by George Heye from W.O. Oldman in 1911."
title,culture/people,media/materials,object type,place,collection history
Moccasins,Oklahoma Delaware  ,"Sewn, overlay beadwork, edge beaded",Clothing/Garments: Footwear,Oklahoma; USA,"Collected from Jennie Bobb (Oklahoma Delaware) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Moccasins,probably Kickapoo [Oklahoma] (attributed); collected from the Iowa  ,Sewn,Clothing/Garments: Footwear,Oklahoma; USA,"Collected from Frank Kent (Iowa) in 1910 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), assisted by Chief William M. Skye (Peoria, 1868-1923) and expedition interpreter Leo Walker (Sac and Fox), during fieldwork sponsored by George Heye."
Moccasins,Caddo  ,Sewn,Clothing/Garments: Footwear,Oklahoma; USA,"Collected from David Shemamy (Ci-mi-mi, Caddo) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Moccasins,Caddo  ,"Sewn, overlay beadwork, edge beaded",Clothing/Garments: Footwear,Oklahoma; USA,"Collected from David Shemamy (Ci-mi-mi, Caddo) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Roach,Wichita  ,"Dyed, wrapped",Clothing/Garments: Headwear and Headdresses,Oklahoma; USA,"Formerly owned by Stanley Punley (Kiowa); purchased by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) in 1909 from the Oklahoma Indian Store (Anadarko, Oklahoma), operated by Jake Tingley (1880-1965), during fieldwork sponsored by George Heye."
Man's coat/jacket,probably Mi'kmaq (Micmac) (attributed)  ,"Sewn, ribbonwork appliqué, overlay beadwork",Clothing/Garments,Nova Scotia; Canada (inferred),"Formerly owned by Chief John Logan (Mi'kmaq); given or transferred by him to Frank Joe (Maliseet) at an unknown date; collected from Frank Joe by Chief Gabriel A. Paul (Penobscot, ca. 1865-1936) in 1909, possibly while assisting anthropologist Frank G. Speck (1881-1950); purchased by George Heye in 1909, probably from Gabriel Paul."
Moccasins,Wichita  ,Lazy/lane stitch beadwork,Clothing/Garments: Footwear,Oklahoma; USA,"Collected from Old Lady Ross (Wichita) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Moccasins,Caddo  ,"Sewn, lazy/lane stitch beadwork, overlay beadwork",Clothing/Garments: Footwear,Oklahoma; USA,"Collected from David Shemamy (Ci-mi-mi, Caddo) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Sash/Belt,Sac and Fox (Sauk & Fox)  ,"Loom beadwork, fringed",Clothing/Garments: Accessories,Oklahoma; USA,"Collected from Benjamin Harrison (Sac and Fox) in 1910 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), assisted by Chief William M. Skye (Peoria, 1868-1923) and expedition interpreter Leo Walker (Sac and Fox), during fieldwork sponsored by George Heye."
Moccasins,Plains Apache (Kiowa Apache)  ,"Stitched, painted, lazy/lane stitch beadwork , fringed",Clothing/Garments: Footwear,Oklahoma; USA,"Collected from R. W. Dunlap (Caddo) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Woman's robe,Caddo  ,"Incised, sewn",Clothing/Garments: Outerwear (flat),Oklahoma; USA,"Collected from David Shemamy (Ci-mi-mi, Caddo) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Moccasins,Caddo  ,"Sewn, lazy/lane stitch beadwork, overlay beadwork",Clothing/Garments: Footwear,Oklahoma; USA,"Collected from David Shemamy (Ci-mi-mi, Caddo) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Woman's dress,Niuam (Comanche)  ,"Sewn, overlay beadwork, gourd stitch/brick stitch/netted beadwork, edge beaded",Clothing/Garments,Oklahoma; USA,"Collected from Chief Mam-sook-a-wat (Niuam) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Headdress with bone pin to secure it to a man's hair,possibly South Appalachian Mississippian (archaeological culture) (attributed)  ,"Hammered, repoussé, carved",Clothing/Garments: Headwear and Headdresses,"Mound H, Burial 2; Moundville; Hale County and Tuscaloosa County; Alabama; USA",Excavated by archaeologist Clarence B. Moore (1852-1936) in 1905 or 1906; donated to the Academy of Natural Sciences of Philadelphia by C.B. Moore soon afterward; purchased by MAI from the Academy of Natural Sciences with other C.B. Moore collection materials in 1929.
Robe,Niuam (Comanche)  ,Painted,Clothing/Garments: Outerwear (flat),Oklahoma; USA,"Collected from Chief Mam-sook-a-wat (Niuam) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Man's breechcloth,Niuam (Comanche)  ,Sewn,Clothing/Garments,Oklahoma; USA,"Collected from Ti'-a-we-kia (Niuam) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Clothing/garment part/fragment,Cherokee  ,"Overlay beadwork, sewn",Clothing/Garments,Southern USA; USA,"Said to have been part of a beaded mantle or cape made for Tah-yah-naw-hun-le Ratler (Cherokee) and carried on the Trail of Tears to Oklahoma in the 1830s; preserved by his descendants, including his great-great-great granddaughter Carol L. Savage (Cherokee Nation of Oklahoma); donated to NMAI by Carol Savage in 2017."
Man's leggings,Oklahoma Delaware  ,"Ribbonwork appliqué, sewn, edge beaded",Clothing/Garments,Oklahoma; USA,"Collected from Mary Brown (Oklahoma Delaware) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Woman's legging moccasins,Chiricahua Apache  ,"Painted, stitched",Clothing/Garments: Footwear,Near Lawton; Lawton; Comanche County; Oklahoma; USA,"Collected from Kli'-kish (Chiricahua Apache) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Headband,Oklahoma Delaware  ,Perforated,Clothing/Garments: Headwear and Headdresses,Oklahoma; USA,"Collected from Mrs. John Jackson (Oklahoma Delaware) or Mrs. Caesar (Oklahoma Delaware) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
title,culture/people,media/materials,object type,place,collection history
title,culture/people,media/materials,object type,place,collection history
Powder horn and powder measure,Penobscot  ,"Cut, carved, tied",Firearms and accessories,Old Town; Penobscot County; Maine; USA,"Collected by William C. Orchard (1860-1948, MAI staff member), probably in 1909 during fieldwork for the American Museum of Natural History; given or transferred to Major Kenneth C. Miller (1901-1974), who had a long association with MAI, and his wife Dorothea Miller; donated to MAI by Kenneth C. Miller and Dorothea Miller in 1973."
Powder measure,Mississippi Choctaw  ,Cut,Firearms and accessories,Neshoba County and Scott County; Mississippi; USA,"Collected from Henry Martis Tubby (Mississippi Choctaw) in 1908 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Powder flask/container with bandolier strap,possibly Apache (attributed)  ,"Lazy/lane stitch beadwork, painted",Firearms and accessories,Southwest; USA (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1910; purchased by George Heye from W.O. Oldman in 1911."
Bullet mold,Inupiaq (Alaskan Inupiat Eskimo) [Nuwukmiut/Point Barrow]  ,Perforated,Firearms and accessories,Point Barrow; Arctic Slope Native Corporation; Alaska; USA,"Collection history unknown; purchased by George Heye circa 1905 from M.C. Bruce (possibly Miner Bruce [1850-1919], an Alaskan fur trader and artifact dealer)."
Gun flint,Non-Indian (archaeological); possibly used by the Garifuna  ,Flaked/chipped,Firearms and accessories,Saint Vincent; Saint Vincent and the Grenadines,"Collection history unknown; formerly in the collection of Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean); inherited by his widow Mildred Darrell Huckerby (b. 1879); purchased by MAI from Mildred Huckerby in 1928."
"Holster, belt, and knife sheath",Anishinaabe (Chippewa/Ojibwa)  ,Overlay beadwork,Firearms and accessories,"Great Lakes region; Canada, USA (inferred)","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1912; purchased by George Heye from W.O. Oldman in 1913."
Powder horn,probably Plains Cree (Prairie Cree) (attributed)  ,Cut,Firearms and accessories,Alberta or Saskatchewan; Canada (inferred),"Collection history unknown; formerly in the collection of the Chichester Museum (Chichester, West Sussex, England) and said to have been acquired by the museum about 1845; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1912; purchased by George Heye from W.O. Oldman in 1913."
Ammunition/cap container (No image available),Swampy Cree  ,Carved,Firearms and accessories,Norway House; Northern Region; Manitoba; Canada,Collection history unknown; purchased by MAI from an unknown source in 1926.
Guncase,Deh Gah Got'ine (Slavey)  ,"Quill woven/loomed quillwork, quill-wrapped (flat)",Firearms and accessories,Great Slave Lake; Northwest Territories; Canada (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1913; purchased by George Heye from W.O. Oldman in 1913."
Ball/Shot,Non-Indian (archaeological); possibly used by the Wappinger  ,Cast,Firearms and accessories,"Schurz Avenue Site; New York City, Bronx, Throgs Neck (Throggs Neck); Bronx County; New York; USA (inferred)","Collected or excavated by William F. Stiles (1912-1980, MAI curator), probably between 1932 and 1937; donated to MAI by William F. Stiles in 1946."
Powder measure,possibly Non-Indian (archaeological) (attributed); possibly used by Native people in the Great Lakes region (attributed)  ,Carved,Firearms and accessories,River end of 24th street; 24th Street at Detroit River; Detroit; Wayne County; Michigan; USA,"Collection history unknown; formerly in the collection of Indian art collector David T. Vernon (1900-1973); acquired by MAI in 1968 through an exchange with the Jackson Hole Preserve, Inc. (a foundation backed by the Rockefeller family), which purchased Vernon's entire collection in 1965."
Musket part/fragment,Non-Indian (archaeological); probably used by the Innu  ,Cast,Firearms and accessories,Old French trading post site; Mingan; Côte Nord Region; Québec; Canada,"Collected in 1957 by William F. Stiles (1912-1980, MAI curator) during MAI-sponsored fieldwork."
Match/lighting stick,Nanticoke  ,Cut,Firearms and accessories,North shore of Indian River Inlet; Indian River Inlet; Indian River Hundred; Sussex County; Delaware; USA,"Collected by anthropologist Frank G. Speck (1881-1950), probably in 1911 or 1912; purchased by George Heye from Frank Speck in 1912."
Powder measure,Ute  ,Incised,Firearms and accessories,Colorado or Utah; USA (inferred),"Collected by artist, topographer, and author Frederick S. Dellenbaugh (1854-1935) at an unknown date; presented by Frederick Dellenbaugh to George Heye circa 1912."
Guncase,Apsáalooke (Crow/Absaroke)  ,Overlay beadwork,Firearms and accessories,Montana; USA,"Collection history unknown; formerly in the collection of Glen McGirr (1884-1978, of Maquon, Illinois); subsequently in the collection of his sister-in-law, Gene B. Whiting (1896-1990), and her husband Percy Hollister Whiting (1880-1967); donated to MAI by Mr. and Mrs. Percy Whiting in 1960."
Guncase,Pikuni Blackfeet (Piegan)  ,"Sewn, lazy/lane stitch beadwork, edge beaded, fringed",Firearms and accessories,Montana; USA,"Formerly in the collection of Christian F. Schuster (1868-1957, a collector and amateur archaeologist in Holyoke, Massachusetts) and possibly collected by him when he lived with the Blackfeet in the 1920s; purchased by MAI from Christian Schuster in 1953."
Gun flint,Non-Indian (archaeological)  ,Flaked/chipped,Firearms and accessories,"Inwood Hill Park; New York City, Manhattan, Inwood; New York County; New York; USA","Collected by Raymond H. Seadale (1902-1977, of New York City) at an unknown date; donated to MAI by Raymond Seadale in 1964."
Musket Ball/Shot,Non-Indian (archaeological)  ,Cast,Firearms and accessories,"Van Cortlandt Park; New York City, Bronx; Bronx County; New York; USA","Collection history unknown; formerly in the collection of Harry Trowbridge (1915-1998, an amateur archaeologist who worked in the New York City area); lent to MAI by Harry Trowbridge in 1947 and never reclaimed."
Gun flint,Non-Indian (archaeological)  ,Flaked/chipped,Firearms and accessories,"Van Cortlandt Park; New York City, Bronx; Bronx County; New York; USA","Collection history unknown; formerly in the collection of Harry Trowbridge (1915-1998, an amateur archaeologist who worked in the New York City area); lent to MAI by Harry Trowbridge in 1947 and never reclaimed."
Musket Ball/Shot,Non-Indian (archaeological)  ,Cast,Firearms and accessories,"Inwood Hill Park; New York City, Manhattan, Inwood; New York County; New York; USA","Collection history unknown; formerly in the collection of Harry Trowbridge (1915-1998, an amateur archaeologist who worked in the New York City area); lent to MAI by Harry Trowbridge in 1947 and never reclaimed."
title,culture/people,media/materials,object type,place,collection history
Mortar,probably Casas Grandes Tradition (archaeological culture) (attributed)  ,Ground,Food Gathering and Preparation,Paquimé region; Paquimé (Casas Grandes); Casas Grandes Municipality; Chihuahua State; Mexico,"Collection history unknown; formerly in the collection of William M. Fitzhugh (1853-1929, a San Francisco collector); purchased by MAI from the estate of William M. Fitzhugh in 1936."
